Region,Year,Month,ACI_Combined_Monthly_Smoothed,ACI_Combined_Monthly_Unsmoothed,CDD_Monthly_Smoothed,CDD_Monthly_Unsmoothed,CDD_Monthly_Unsmoothed_Unstandardized,Rx5Day_Monthly_Smoothed,Rx5Day_Monthly_Unsmoothed,Rx5Day_Monthly_Unsmoothed_Unstandardized,Sea_Level_Monthly_Smoothed,Sea_Level_Monthly_Unsmoothed,Sea_Level_Monthly_Unsmoothed_Unstandardized,T10_Monthly_Smoothed,T10_Monthly_Unsmoothed,T10_Monthly_Unsmoothed_Unstandardized,T90_Monthly_Smoothed,T90_Monthly_Unsmoothed,T90_Monthly_Unsmoothed_Unstandardized,WP90_Monthly_Smoothed,WP90_Monthly_Unsmoothed,WP90_Monthly_Unsmoothed_Unstandardized
CAN,2020.0,7.0,0.62,1.51,0.05,2.5,27.94,1.13,1.68,49.14,0.37,0.66,7019.5,-0.83,-2.23,4.13,0.87,1.28,14.85,0.5,0.69,11.08
USA,2020.0,7.0,0.95,1.62,-0.45,-0.34,38.78,0.96,1.09,43.65,3.17,5.1,7142.98,-1.05,-2.92,3.29,1.58,1.7,14.75,-0.58,-0.78,8.52
USC,2020.0,7.0,0.94,1.7,-0.39,0.14,36.1,1.19,1.67,44.92,2.39,3.45,7116.99,-1.05,-3.12,3.6,1.52,1.94,14.79,-0.12,-0.16,9.79
ALA,2020.0,8.0,-0.36,-0.8,-0.39,-1.77,27.45,0.51,-0.59,33.98,-4.21,-3.14,6792.67,-0.9,-1.04,1.66,1.46,0.7,14.32,-0.42,-1.04,5.67
CAR,2020.0,8.0,0.59,0.72,,,,0.13,1.79,50.6,,,,-0.83,-1.35,3.41,0.92,-0.11,9.65,0.45,-0.14,9.62
CEA,2020.0,8.0,0.66,1.15,-0.78,-0.68,15.53,0.27,0.73,59.61,4.04,5.25,7257.64,-0.77,-1.42,2.79,0.79,1.0,15.43,-1.13,-0.83,6.57
CWP,2020.0,8.0,0.3,0.36,0.07,-0.09,44.46,0.46,-1.05,4.81,0.89,0.8,6975.2,-0.49,-1.1,3.4,0.47,1.55,19.16,-0.58,-0.13,9.48
MID,2020.0,8.0,0.13,-0.15,-1.12,-0.76,21.77,0.72,-0.05,52.6,,,,-0.4,-0.67,6.64,0.35,0.17,11.06,0.33,-0.8,6.74
NEA,2020.0,8.0,0.63,1.56,-0.09,0.56,16.22,-0.02,-0.64,40.61,3.11,5.19,7185.0,-0.68,-1.53,2.43,0.46,2.75,25.05,-0.35,-0.05,9.79
NEF,2020.0,8.0,0.34,0.91,-0.69,2.65,21.97,0.51,1.59,53.51,0.46,0.5,6865.6,-0.65,-1.2,3.67,0.55,0.55,13.23,0.54,-1.01,6.82
NPL,2020.0,8.0,-0.18,0.63,0.2,2.52,40.33,0.07,-0.91,23.98,-2.19,-1.35,7050.0,-0.26,-0.97,4.08,0.18,0.31,12.46,0.38,2.22,18.26
NWP,2020.0,8.0,0.72,0.74,0.49,-0.83,21.76,1.51,2.03,53.11,0.41,0.61,7017.67,-0.78,-0.85,5.29,1.11,0.27,11.56,0.03,1.52,15.62
SEA,2020.0,8.0,1.03,1.4,0.5,-0.88,20.47,0.52,1.57,84.99,4.0,5.92,7311.31,-0.73,-1.03,4.95,1.0,0.98,15.52,-0.58,-0.23,9.23
SPL,2020.0,8.0,0.82,1.14,-0.97,-0.67,37.76,0.72,-0.99,29.43,4.11,5.13,7364.0,-0.38,-1.28,4.88,0.69,2.32,19.28,0.01,-0.2,9.02
SWP,2020.0,8.0,0.59,1.46,0.12,0.92,76.6,0.05,-2.6,9.54,1.94,2.08,7154.38,-0.71,-1.68,2.62,1.28,7.47,37.06,-0.54,-0.79,5.86
CAN,2020.0,8.0,0.64,1.25,0.13,2.73,28.29,1.11,0.9,41.88,0.38,0.77,6982.63,-0.84,-1.66,4.1,0.87,0.8,13.35,0.5,0.64,11.26
USA,2020.0,8.0,0.97,1.6,-0.42,-0.17,39.25,0.96,-0.89,37.18,3.19,5.46,7167.53,-1.08,-2.48,3.97,1.62,3.62,20.21,-0.6,-0.94,7.56
USC,2020.0,8.0,0.96,1.52,-0.35,0.34,36.53,1.18,-0.51,38.35,2.41,4.39,7128.61,-1.07,-2.37,4.02,1.55,2.86,17.61,-0.13,-0.34,9.4
ALA,2020.0,9.0,-0.37,-0.89,-0.43,-1.85,27.08,0.47,0.05,39.93,-4.23,-3.69,6771.56,-0.93,-0.88,2.97,1.48,0.16,10.57,-0.42,-0.87,7.66
CAR,2020.0,9.0,0.59,0.44,,,,0.17,0.85,34.39,,,,-0.84,-1.07,3.82,0.93,0.04,10.45,0.42,-0.18,9.38
CEA,2020.0,9.0,0.65,1.04,-0.79,-0.48,15.89,0.25,-0.56,42.81,4.06,7.22,7271.46,-0.74,-0.26,8.63,0.76,0.36,12.6,-1.12,-0.58,7.5
CWP,2020.0,9.0,0.31,0.78,0.09,0.08,45.69,0.46,0.09,23.69,0.87,1.7,7026.2,-0.5,-1.02,3.21,0.49,1.71,20.61,-0.55,0.05,10.24
MID,2020.0,9.0,0.12,-0.07,-1.12,-0.64,22.1,0.72,0.0,53.5,,,,-0.37,0.04,10.02,0.3,-0.52,7.24,0.33,0.86,13.66
NEA,2020.0,9.0,0.63,1.21,-0.05,0.93,16.83,-0.08,-0.55,40.45,3.12,2.71,7115.0,-0.66,-0.65,6.79,0.44,1.96,21.45,-0.31,1.55,16.39
NEF,2020.0,9.0,0.34,0.81,-0.6,3.17,22.83,0.51,-0.35,43.93,0.46,-0.13,6753.6,-0.61,0.21,10.66,0.49,0.39,12.41,0.56,1.98,15.8
NPL,2020.0,9.0,-0.17,0.44,0.27,2.57,40.49,0.03,-1.33,17.87,-2.16,-0.66,7180.0,-0.25,-0.4,6.99,0.17,0.25,11.83,0.4,1.44,15.41
NWP,2020.0,9.0,0.73,0.96,0.48,-0.86,21.69,1.5,2.5,65.91,0.4,1.01,7032.11,-0.81,-1.27,2.06,1.14,1.53,18.26,0.02,0.3,10.95
SEA,2020.0,9.0,1.05,1.79,0.5,-1.11,20.02,0.55,1.52,87.49,4.05,8.03,7431.39,-0.72,-0.38,7.81,1.0,0.73,13.49,-0.55,1.2,16.46
SPL,2020.0,9.0,0.83,1.16,-0.95,-0.47,38.41,0.74,0.1,45.9,4.16,6.07,7589.33,-0.36,0.15,11.06,0.64,0.42,11.26,0.02,0.98,14.27
SWP,2020.0,9.0,0.59,0.5,0.17,1.06,77.67,0.03,-1.61,10.14,1.9,1.24,7164.75,-0.7,-0.3,8.1,1.27,2.78,23.54,-0.55,-0.79,6.42
CAN,2020.0,9.0,0.64,1.06,0.21,2.97,28.65,1.07,-0.04,39.59,0.38,0.41,6959.5,-0.83,-0.74,6.74,0.85,1.04,13.97,0.49,1.25,12.9
USA,2020.0,9.0,0.98,1.58,-0.38,0.01,39.71,0.97,0.16,43.03,3.2,6.52,7212.35,-1.06,-0.53,8.01,1.59,1.74,14.08,-0.58,0.51,11.33
USC,2020.0,9.0,0.96,1.52,-0.3,0.53,36.97,1.18,0.13,42.1,2.42,4.75,7159.12,-1.06,-0.69,7.49,1.51,1.93,14.04,-0.12,1.11,12.11
ALA,2020.0,10.0,-0.4,-1.05,-0.46,-1.94,26.72,0.41,-0.34,32.02,-4.27,-5.01,6750.78,-0.92,-0.85,2.51,1.46,1.74,22.76,-0.44,-1.6,5.08
CAR,2020.0,10.0,0.57,-0.07,,,,0.15,-1.01,8.19,,,,-0.8,1.03,16.19,0.92,0.52,12.72,0.42,1.22,13.85
CEA,2020.0,10.0,0.65,0.75,-0.79,-0.28,16.26,0.23,1.47,66.68,4.06,3.6,7235.68,-0.76,-0.81,4.9,0.77,0.06,10.51,-1.13,-1.16,5.12
CWP,2020.0,10.0,0.3,0.22,0.11,0.25,46.93,0.46,0.73,41.0,0.83,-0.16,6982.8,-0.47,0.48,12.52,0.46,1.32,16.58,-0.55,-0.34,8.21
MID,2020.0,10.0,0.11,-0.48,-1.12,-0.51,22.43,0.73,0.48,48.8,,,,-0.33,1.55,19.74,0.3,-0.56,5.97,0.31,-0.26,8.7
NEA,2020.0,10.0,0.64,1.29,-0.01,1.29,17.44,-0.06,1.71,66.37,3.11,3.2,7125.0,-0.67,-0.62,6.29,0.46,0.95,15.17,-0.33,-0.01,9.99
NEF,2020.0,10.0,0.35,0.66,-0.51,3.68,23.69,0.53,1.67,48.93,0.48,0.46,6905.6,-0.59,0.52,13.16,0.49,-0.52,7.02,0.52,-0.83,7.93
NPL,2020.0,10.0,-0.17,-0.27,0.34,2.62,40.66,0.02,-0.49,14.23,-2.15,-1.32,7120.0,-0.18,2.79,27.49,0.15,-0.5,7.44,0.42,0.85,13.33
NWP,2020.0,10.0,0.7,-0.07,0.47,-0.89,21.62,1.49,2.37,68.79,0.36,-0.64,6989.89,-0.77,0.58,13.01,1.11,0.86,14.68,0.0,-1.52,4.45
SEA,2020.0,10.0,1.04,0.96,0.49,-1.33,19.57,0.54,1.09,73.93,4.05,4.94,7418.92,-0.72,-0.81,5.3,1.03,1.44,19.35,-0.58,-1.19,6.09
SPL,2020.0,10.0,0.82,0.41,-0.92,-0.26,39.06,0.71,-0.64,26.88,4.16,4.72,7534.67,-0.3,1.91,20.37,0.63,0.48,12.33,0.03,0.08,10.27
SWP,2020.0,10.0,0.58,0.64,0.23,1.2,78.75,-0.01,-1.54,7.35,1.84,1.64,7143.25,-0.68,-0.07,9.43,1.27,3.27,24.42,-0.54,-0.79,5.75
CAN,2020.0,10.0,0.64,0.63,0.29,3.2,29.0,1.06,1.95,42.2,0.38,-0.08,6980.13,-0.78,1.54,16.74,0.83,-0.03,10.12,0.49,0.29,10.61
USA,2020.0,10.0,0.96,0.6,-0.34,0.18,40.18,0.94,-0.04,36.67,3.17,3.17,7184.2,-1.02,0.54,11.98,1.58,1.96,16.54,-0.59,-1.14,7.24
USC,2020.0,10.0,0.95,0.53,-0.24,0.73,37.4,1.15,0.33,38.39,2.39,2.81,7141.24,-1.02,1.09,14.11,1.5,1.04,13.71,-0.13,-0.63,8.91
ALA,2020.0,11.0,-0.41,-0.54,-0.49,-2.02,26.35,0.41,1.32,38.94,-4.28,-3.66,6798.22,-0.92,-0.05,9.8,1.44,0.44,14.15,-0.44,0.62,11.87
CAR,2020.0,11.0,0.56,-0.17,,,,0.13,-1.23,7.57,,,,-0.79,-0.36,7.81,0.89,-0.35,8.25,0.42,0.53,11.8
CEA,2020.0,11.0,0.65,0.59,-0.78,-0.08,16.62,0.23,0.04,47.86,4.07,1.91,7145.09,-0.74,-0.82,5.13,0.78,1.9,22.04,-1.13,-1.08,4.77
CWP,2020.0,11.0,0.3,0.37,0.13,0.42,48.16,0.46,1.2,62.14,0.82,-0.02,7082.2,-0.48,-0.15,8.44,0.47,0.39,11.55,-0.55,0.05,10.26
MID,2020.0,11.0,0.1,0.81,-1.12,-0.38,22.76,0.71,0.37,40.33,,,,-0.33,-1.11,3.09,0.3,1.95,21.13,0.3,0.99,14.28
NEA,2020.0,11.0,0.65,0.46,0.04,1.65,18.05,-0.07,-0.32,45.16,3.13,1.52,7145.0,-0.66,-0.45,6.77,0.46,0.75,15.68,-0.34,-1.27,4.27
NEF,2020.0,11.0,0.36,0.89,-0.42,4.2,24.54,0.49,-1.35,25.74,0.49,-0.46,6851.6,-0.58,-0.83,4.98,0.49,2.03,20.94,0.5,0.09,10.26
NPL,2020.0,11.0,-0.16,0.54,0.4,2.66,40.83,0.01,1.34,17.55,-2.14,-1.44,7060.0,-0.18,-0.45,5.7,0.14,0.32,12.04,0.42,-0.07,9.75
NWP,2020.0,11.0,0.7,0.55,0.45,-0.92,21.55,1.52,3.52,86.44,0.36,0.05,7103.22,-0.77,-0.23,8.02,1.1,-0.23,8.63,0.0,0.64,12.05
SEA,2020.0,11.0,1.04,1.1,0.48,-1.55,19.12,0.54,1.44,76.43,4.06,4.19,7323.0,-0.72,-1.32,2.09,1.02,1.0,16.06,-0.56,0.2,10.67
SPL,2020.0,11.0,0.82,1.37,-0.89,-0.06,39.71,0.65,-0.37,23.99,4.16,4.41,7506.67,-0.31,-1.22,3.09,0.66,2.0,17.52,0.02,1.0,13.43
SWP,2020.0,11.0,0.59,0.5,0.3,1.33,79.82,-0.01,-0.87,17.9,1.8,0.01,7067.38,-0.69,-0.36,7.95,1.31,2.3,20.26,-0.55,-0.11,9.37
CAN,2020.0,11.0,0.65,1.17,0.38,3.43,29.35,1.06,2.13,41.17,0.39,-0.35,7024.5,-0.77,-0.57,6.32,0.82,0.99,14.1,0.48,0.27,10.52
USA,2020.0,11.0,0.97,1.21,-0.29,0.35,40.64,0.91,0.64,38.35,3.16,1.69,7134.08,-1.03,-1.12,5.39,1.6,2.93,17.7,-0.6,0.52,11.26
USC,2020.0,11.0,0.95,1.15,-0.18,0.92,37.84,1.11,1.16,39.18,2.38,1.08,7111.01,-1.01,-0.87,5.8,1.5,2.32,16.12,-0.14,0.56,10.89
ALA,2020.0,12.0,-0.41,-0.2,-0.52,-2.1,25.99,0.43,0.51,28.46,-4.29,-2.0,6946.89,-0.92,-0.95,0.4,1.45,-0.01,10.24,-0.42,1.44,14.16
CAR,2020.0,12.0,0.56,0.59,,,,0.09,-0.87,6.95,,,,-0.79,-1.34,0.6,0.91,1.46,19.63,0.44,0.42,11.51
CEA,2020.0,12.0,0.65,0.82,-0.78,0.12,16.98,0.25,0.99,53.6,4.07,3.36,7167.14,-0.74,-0.88,1.86,0.7,0.3,12.3,-1.09,-0.71,7.5
CWP,2020.0,12.0,0.29,-0.08,0.15,0.59,49.39,0.41,-0.11,48.88,0.78,-0.32,7091.4,-0.49,-0.93,1.81,0.47,-0.09,9.52,-0.58,-1.49,2.13
MID,2020.0,12.0,0.07,-0.14,-1.12,-0.26,23.09,0.63,-0.87,19.86,,,,-0.33,-0.91,1.59,0.24,0.04,10.59,0.27,-0.5,7.97
NEA,2020.0,12.0,0.66,1.28,0.1,2.01,18.65,-0.05,1.03,54.47,3.15,2.24,7195.0,-0.66,-1.05,1.38,0.45,2.16,23.16,-0.35,-0.82,7.02
NEF,2020.0,12.0,0.35,1.15,-0.31,4.72,25.4,0.45,-0.11,29.31,0.5,0.32,6931.6,-0.58,-1.09,1.26,0.41,0.98,15.71,0.47,-0.08,9.76
NPL,2020.0,12.0,-0.15,0.42,0.47,2.71,40.99,0.01,-0.59,11.63,-2.13,-1.42,7020.0,-0.18,-1.22,0.49,0.13,1.08,16.97,0.42,-0.49,7.81
NWP,2020.0,12.0,0.71,0.89,0.44,-0.95,21.48,1.56,4.15,90.71,0.32,0.0,7111.0,-0.77,-1.18,0.57,1.12,0.93,15.91,0.02,0.03,10.12
SEA,2020.0,12.0,1.01,-0.18,0.46,-1.77,18.68,0.49,-0.62,48.52,4.02,3.09,7153.85,-0.71,-0.64,5.25,0.95,-0.75,4.24,-0.58,-1.64,3.6
SPL,2020.0,12.0,0.8,0.52,-0.85,0.14,40.37,0.58,0.05,20.42,4.13,2.41,7219.0,-0.31,-0.94,2.56,0.64,0.27,11.59,0.01,-0.66,8.01
SWP,2020.0,12.0,0.59,0.04,0.37,1.47,80.89,-0.03,-0.88,17.59,1.75,0.03,7062.13,-0.7,-0.95,3.9,1.31,-0.44,7.57,-0.56,-0.86,4.84
CAN,2020.0,12.0,0.66,1.64,0.47,3.66,29.7,1.07,2.9,40.68,0.37,0.14,7054.5,-0.77,-1.52,0.84,0.79,1.74,17.18,0.48,-0.14,9.67
USA,2020.0,12.0,0.95,0.35,-0.23,0.52,41.11,0.84,-0.6,28.79,3.12,2.17,7113.5,-1.03,-1.4,2.65,1.54,-0.28,9.37,-0.61,-1.1,7.13
USC,2020.0,12.0,0.93,0.73,-0.12,1.12,38.27,1.05,0.18,32.62,2.35,1.66,7101.08,-1.01,-1.52,1.84,1.45,0.88,12.87,-0.15,-1.0,8.39
ALA,2021.0,1.0,-0.43,-0.87,-0.55,-2.0,26.46,0.41,-0.66,17.16,-4.32,-1.86,6969.22,-0.92,-0.92,0.38,1.42,0.13,11.77,-0.47,-1.74,3.93
CAR,2021.0,1.0,0.55,0.09,,,,0.08,-1.04,6.34,,,,-0.79,-1.3,0.23,0.9,1.31,21.57,0.43,-1.02,5.9
CEA,2021.0,1.0,0.65,0.78,-0.78,0.13,17.0,0.23,-0.51,29.48,4.1,5.34,7200.55,-0.74,-1.29,1.15,0.7,0.17,11.17,-1.1,-1.72,2.64
CWP,2021.0,1.0,0.29,0.57,0.17,0.57,49.27,0.42,0.29,54.86,0.76,1.04,7209.2,-0.49,-1.04,1.16,0.49,0.53,12.55,-0.58,-0.08,9.56
MID,2021.0,1.0,0.07,0.02,-1.12,-0.34,22.88,0.62,0.43,25.81,,,,-0.33,-1.28,0.16,0.24,-0.08,9.49,0.25,-1.17,3.91
NEA,2021.0,1.0,0.67,1.22,0.14,1.82,18.33,-0.04,-0.49,35.65,3.16,3.74,7255.0,-0.66,-1.66,1.06,0.47,1.56,20.0,-0.35,-0.98,5.57
NEF,2021.0,1.0,0.36,0.94,-0.22,4.46,24.97,0.42,-1.55,17.23,0.52,1.44,6973.6,-0.59,-1.77,0.7,0.43,1.6,17.82,0.44,-2.08,3.13
NPL,2021.0,1.0,-0.13,0.45,0.54,2.74,41.09,0.01,-0.91,10.01,-2.13,-1.87,6910.0,-0.18,-1.16,0.33,0.15,1.48,21.15,0.44,0.09,10.38
NWP,2021.0,1.0,0.71,0.7,0.42,-0.82,21.78,1.58,1.49,63.2,0.31,1.29,7195.44,-0.77,-1.02,0.41,1.11,1.06,18.65,0.05,0.18,10.65
SEA,2021.0,1.0,1.0,-0.05,0.44,-1.75,18.72,0.47,-0.42,48.67,4.0,3.28,7146.69,-0.72,-1.32,0.36,0.95,-0.47,6.12,-0.6,-2.28,2.56
SPL,2021.0,1.0,0.81,0.78,-0.82,0.1,40.23,0.59,1.37,25.88,4.1,2.38,7159.67,-0.31,-1.3,0.99,0.66,0.07,10.28,0.02,-0.52,8.17
SWP,2021.0,1.0,0.6,0.51,0.44,1.42,80.53,-0.04,0.41,34.88,1.73,0.68,7091.5,-0.7,-1.06,3.68,1.32,0.04,10.07,-0.55,-0.53,7.54
CAN,2021.0,1.0,0.68,1.32,0.56,3.63,29.66,1.07,0.15,27.57,0.37,1.62,7112.0,-0.78,-1.67,0.5,0.79,2.09,19.42,0.47,-1.25,6.75
USA,2021.0,1.0,0.95,0.73,-0.18,0.48,41.01,0.83,0.41,31.97,3.11,3.58,7138.32,-1.03,-1.8,1.26,1.54,0.01,10.0,-0.63,-1.91,5.69
USC,2021.0,1.0,0.94,0.94,-0.05,1.08,38.19,1.04,0.42,30.5,2.35,3.29,7132.78,-1.02,-1.89,0.93,1.45,1.18,14.08,-0.17,-2.23,6.22
ALA,2021.0,2.0,-0.45,-1.07,-0.58,-1.89,26.92,0.42,-0.15,16.98,-4.35,-3.3,6720.22,-0.91,-0.77,3.22,1.38,-0.92,2.47,-0.47,-0.93,6.21
CAR,2021.0,2.0,0.54,-0.25,,,,0.08,-0.44,7.3,,,,-0.76,0.62,15.44,0.87,-0.66,6.37,0.44,0.2,11.14
CEA,2021.0,2.0,0.64,0.3,-0.77,0.14,17.01,0.2,-0.72,29.74,4.12,4.09,7175.77,-0.75,-0.73,4.84,0.67,-0.71,4.26,-1.11,-1.73,3.0
CWP,2021.0,2.0,0.29,0.17,0.19,0.56,49.15,0.43,0.99,58.93,0.74,-0.3,7063.4,-0.46,0.71,15.99,0.45,-0.55,6.25,-0.53,1.04,14.21
MID,2021.0,2.0,0.04,-0.76,-1.11,-0.42,22.67,0.62,-0.53,18.96,,,,-0.27,2.69,29.44,0.22,-0.81,3.95,0.21,-0.08,9.66
NEA,2021.0,2.0,0.68,0.93,0.18,1.63,18.01,-0.08,-1.1,29.16,3.2,4.49,7215.0,-0.67,-1.39,1.03,0.45,0.05,10.53,-0.35,-0.88,5.63
NEF,2021.0,2.0,0.36,0.37,-0.12,4.19,24.53,0.38,-1.15,16.67,0.51,0.03,6867.6,-0.57,0.35,12.6,0.41,-0.33,7.47,0.42,-0.18,9.45
NPL,2021.0,2.0,-0.13,-0.31,0.61,2.77,41.2,0.01,-0.67,9.04,-2.11,-1.87,6900.0,-0.13,2.35,29.65,0.11,-0.63,5.74,0.46,0.91,14.88
NWP,2021.0,2.0,0.69,-0.11,0.42,-0.69,22.08,1.57,2.42,57.2,0.29,-0.56,7014.33,-0.74,0.65,16.25,1.06,-1.09,2.76,0.07,-0.07,9.78
SEA,2021.0,2.0,0.98,-0.03,0.41,-1.72,18.77,0.47,0.12,59.75,4.01,3.68,7187.31,-0.7,0.7,14.54,0.95,0.0,10.18,-0.62,-1.57,5.05
SPL,2021.0,2.0,0.8,-0.16,-0.79,0.06,40.1,0.59,-0.28,18.23,4.12,3.48,7234.67,-0.23,3.18,30.45,0.63,-0.48,7.11,-0.01,-0.56,8.2
SWP,2021.0,2.0,0.6,-0.14,0.5,1.38,80.16,-0.03,-0.18,25.34,1.7,-0.43,7009.13,-0.68,0.31,11.84,1.28,-0.24,8.32,-0.55,-1.03,5.85
CAN,2021.0,2.0,0.67,0.38,0.65,3.6,29.61,1.05,0.62,26.88,0.36,-0.41,6973.88,-0.74,1.02,17.18,0.75,-0.75,6.15,0.48,0.25,10.88
USA,2021.0,2.0,0.94,-0.33,-0.14,0.45,40.91,0.83,-0.08,29.0,3.1,1.62,7081.3,-0.98,1.64,17.94,1.5,-0.78,6.43,-0.66,-1.56,7.22
USC,2021.0,2.0,0.93,-0.08,0.0,1.04,38.1,1.04,0.13,28.34,2.34,1.08,7058.68,-0.97,1.4,17.59,1.41,-0.85,6.3,-0.17,-0.49,9.04
ALA,2021.0,3.0,-0.48,-1.54,-0.61,-1.78,27.39,0.41,0.5,22.39,-4.43,-6.32,6665.22,-0.9,-0.21,8.39,1.34,-0.91,1.72,-0.48,-0.95,6.13
CAR,2021.0,3.0,0.54,0.4,,,,0.08,-0.39,8.27,,,,-0.75,-0.91,3.89,0.85,0.2,11.79,0.48,1.66,16.14
CEA,2021.0,3.0,0.64,0.48,-0.77,0.14,17.02,0.22,-0.82,34.77,4.11,1.74,7080.23,-0.74,-1.46,3.43,0.66,1.47,19.88,-1.1,-1.12,5.71
CWP,2021.0,3.0,0.27,-0.27,0.21,0.54,49.03,0.39,-0.73,28.6,0.69,-0.62,7009.4,-0.45,-0.58,5.87,0.43,-0.31,7.69,-0.56,-1.05,5.77
MID,2021.0,3.0,0.04,0.61,-1.11,-0.5,22.45,0.62,1.0,43.03,,,,-0.28,-1.36,0.68,0.21,1.03,17.21,0.23,0.77,12.71
NEA,2021.0,3.0,0.69,1.14,0.22,1.44,17.69,-0.09,-0.08,40.93,3.22,3.18,7155.0,-0.67,-0.75,5.84,0.47,1.46,18.93,-0.34,0.07,10.34
NEF,2021.0,3.0,0.38,1.67,-0.03,3.93,24.1,0.36,0.17,29.92,0.49,-0.12,6969.6,-0.57,-1.43,2.76,0.41,1.78,21.86,0.47,2.82,19.23
NPL,2021.0,3.0,-0.12,0.68,0.68,2.79,41.3,0.0,-0.46,11.52,-2.09,-1.98,6790.0,-0.12,-0.92,2.35,0.11,1.21,19.12,0.48,1.62,16.83
NWP,2021.0,3.0,0.67,0.39,0.41,-0.57,22.38,1.57,2.9,51.07,0.23,-0.41,6991.0,-0.73,-0.49,6.6,1.01,-0.72,5.27,0.09,0.65,12.27
SEA,2021.0,3.0,0.98,0.4,0.37,-1.7,18.81,0.47,0.66,73.6,4.02,3.03,7202.54,-0.7,-1.41,1.88,0.93,0.8,14.36,-0.63,-1.8,4.69
SPL,2021.0,3.0,0.8,1.13,-0.76,0.02,39.96,0.58,0.81,30.99,4.12,3.83,7338.67,-0.23,-1.17,2.06,0.62,0.48,12.63,-0.01,0.49,11.39
SWP,2021.0,3.0,0.59,0.06,0.56,1.33,79.8,-0.04,-0.38,22.48,1.66,-0.23,6985.0,-0.66,-0.58,6.56,1.26,-0.23,8.03,-0.56,-0.7,6.55
CAN,2021.0,3.0,0.68,1.48,0.74,3.57,29.57,1.04,1.2,28.95,0.32,-0.37,6982.0,-0.73,-1.11,3.81,0.74,1.02,15.68,0.53,2.36,15.9
USA,2021.0,3.0,0.93,0.41,-0.1,0.41,40.81,0.82,0.61,36.25,3.07,0.81,7038.8,-0.97,-1.31,4.02,1.46,0.28,11.05,-0.66,-0.98,7.88
USC,2021.0,3.0,0.93,0.93,0.05,1.01,38.02,1.02,0.89,33.98,2.3,0.44,7026.84,-0.96,-1.32,3.92,1.37,0.8,13.23,-0.14,1.09,11.86
ALA,2021.0,4.0,-0.51,-1.06,-0.64,-1.67,27.85,0.41,1.51,27.4,-4.48,-6.54,6571.33,-0.87,0.82,17.92,1.27,1.67,20.85,-0.48,-0.51,7.78
CAR,2021.0,4.0,0.52,0.55,,,,0.08,0.03,10.34,,,,-0.72,0.55,13.58,0.83,1.97,21.29,0.48,1.82,15.2
CEA,2021.0,4.0,0.66,0.56,-0.76,0.15,17.04,0.23,-0.33,40.65,4.12,2.52,7198.0,-0.77,-0.2,8.84,0.69,1.63,19.47,-1.09,-0.81,6.13
CWP,2021.0,4.0,0.26,-0.35,0.22,0.52,48.91,0.37,-1.17,17.06,0.67,-0.75,6911.8,-0.43,-0.18,8.35,0.4,0.28,11.93,-0.55,-1.16,4.92
MID,2021.0,4.0,0.04,-0.24,-1.11,-0.59,22.24,0.62,-0.12,42.24,,,,-0.26,0.94,14.49,0.23,1.0,16.26,0.22,-0.8,6.36
NEA,2021.0,4.0,0.71,1.39,0.24,1.25,17.37,-0.1,0.08,41.46,3.25,3.79,7205.0,-0.71,-1.24,2.71,0.49,2.03,23.94,-0.35,-0.07,9.75
NEF,2021.0,4.0,0.4,0.81,0.05,3.67,23.66,0.35,0.43,33.39,0.47,-0.83,7159.6,-0.6,-0.07,9.62,0.45,1.96,22.1,0.47,-0.46,8.31
NPL,2021.0,4.0,-0.11,0.08,0.75,2.82,41.4,-0.01,-0.38,14.2,-2.08,-1.57,6820.0,-0.1,0.6,14.5,0.09,0.14,11.28,0.48,0.1,10.37
NWP,2021.0,4.0,0.65,0.13,0.42,-0.44,22.69,1.58,2.05,42.77,0.2,-0.87,6904.33,-0.69,0.57,13.72,0.94,1.02,16.28,0.09,-0.42,8.44
SEA,2021.0,4.0,0.96,0.07,0.32,-1.68,18.86,0.48,0.07,62.11,4.02,4.15,7232.23,-0.66,0.83,14.16,0.94,0.0,9.58,-0.64,-1.31,4.18
SPL,2021.0,4.0,0.78,0.36,-0.73,-0.02,39.83,0.5,-0.88,27.33,4.12,4.91,7452.67,-0.19,1.65,18.21,0.62,0.22,10.79,-0.01,-0.43,8.28
SWP,2021.0,4.0,0.59,0.26,0.61,1.28,79.43,-0.09,-1.4,10.12,1.66,1.53,7027.13,-0.65,-0.4,7.24,1.26,0.79,15.05,-0.57,-1.07,3.38
CAN,2021.0,4.0,0.69,0.85,0.83,3.54,29.52,1.02,1.02,28.55,0.29,-1.06,6997.63,-0.72,0.41,11.96,0.73,1.45,18.01,0.53,0.56,11.1
USA,2021.0,4.0,0.91,0.01,-0.06,0.38,40.71,0.77,-1.0,30.95,3.06,1.9,7077.52,-0.93,1.04,13.71,1.45,1.17,14.27,-0.67,-1.37,5.97
USC,2021.0,4.0,0.92,0.18,0.1,0.97,37.94,0.97,-0.67,30.27,2.28,0.97,7060.7,-0.93,0.83,12.98,1.36,1.5,15.82,-0.14,-0.86,8.52
ALA,2021.0,5.0,-0.53,-1.42,-0.67,-1.56,28.32,0.39,0.42,21.77,-4.49,-6.75,6643.56,-0.86,-0.65,3.6,1.23,0.37,12.68,-0.5,-1.63,4.32
